title,year,score,scored_by,members,rank,genres,demographics
Chuldong! Super Wings 5,2021,,,175,20934,Adventure,Kids
Chuldong! Super Wings 6,2022,,,184,20935,Adventure,Kids
Chuldong! Super Wings 7,2023,,,187,20933,Adventure,Kids
Charging Topspinner,2023,,,233,20800,Action,Kids
Mecard Ball,2021,,,188,18816,,Kids
Mecard Ball Mega,2022,,,176,18816,,Kids
Tea Tea Cherry,2021,,,164,15888,"Adventure, Fantasy",Kids
Hello Carbot,2014,,,204,22049,,Kids
Hello Carbot Season 2,2015,,,149,22060,,Kids
Hello Carbot Season 3,2015,,,158,22061,,Kids
Hello Carbot Season 4,2016,,,155,22063,,Kids
Hello Carbot Season 5,2017,,,159,22063,,Kids
Ninja Kamui,2024,6.55,76469,194735,7109,"Action, Sci-Fi",
Sinbi Apartment: Ghost Ball Z,2021,,,248,15543,Fantasy,Kids
Hello Carbot Season 6,2018,,,154,22066,,Kids
Hello Carbot Season 7,2019,,,151,22066,,Kids
Hello Carbot Kung,2018,,,146,22050,,Kids
Hello Carbot Season 8,2020,,,206,22068,,Kids
Hello Carbot Season 9,2020,,,242,22071,,Kids
Hello Carbot Season 10,2021,,,162,22053,,Kids
Hello Carbot Season 11,2021,,,214,22054,,Kids
Hello Carbot Season 12,2022,,,173,22053,,Kids
Hello Carbot Season 13,2023,,,181,22056,,Kids
Dramatic Nounai,2022,,,209,21361,"Comedy, Sports",
Dungeon no Naka no Hito,2024,7.12,20376,51563,4017,"Adventure, Comedy, Fantasy",
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",2024,7.53,116182,225968,1955,Romance,
Code Name X,2023,,,221,20960,"Action, Comedy, Mystery",Kids
Hero Circle,2020,,,225,22097,"Adventure, Comedy",Kids
Hero Circle 2,2022,,,179,22100,"Adventure, Comedy",Kids
Kkomimanyeo Lara,2023,,,223,18210,,Kids
Nae Chingu Baninbaneo,2022,,,143,19238,"Adventure, Fantasy",Kids
Poten Dogs,2021,,,150,19850,"Action, Sci-Fi",Kids
Poten Dogs Season 2,2021,,,146,19851,"Action, Sci-Fi",Kids
Robocar Poli 5,2022,,,163,14821,Comedy,Kids
Poli wa Hamkkehaneun Gyotonganjeon Iyagi,2011,,,201,19806,Comedy,Kids
Roy wa Hamkkehaneun Sobanganjeon Iyagi,2017,,,151,14857,Comedy,Kids
Amber wa Hamkkehaneun Saenghwalanjeon Iyagi,2018,,,159,20117,Comedy,Kids
Robocar Poli: Song Song Museum,2020,,,229,14822,Comedy,Kids
"Maou-sama, Retry! R",2024,5.91,20522,51331,10946,"Action, Adventure, Fantasy",
Ppungppungppangppang Bubumaen,2023,,,149,19862,Comedy,Kids
Maca and Roni,2021,,,136,18661,Comedy,Kids
Maca and Roni 2,2022,,,140,18661,Comedy,Kids
Papa Dog,2016,,,119,19690,"Comedy, Fantasy",Kids
Papa Dog Season 2,2018,,,119,19688,"Comedy, Fantasy",Kids
Papa Dog Season 2 Part 2,2019,,,119,19692,"Comedy, Fantasy",Kids
Haigakura,2024,5.91,2351,16159,10933,"Adventure, Fantasy",Josei
Houkago Shounen Hanako-kun,2023,7.13,24029,75948,3949,"Comedy, Supernatural",
Madougushi Dahliya wa Utsumukanai,2024,6.8,31194,79831,5622,"Fantasy, Slice of Life",
Hamidashi Creative,2024,5.62,1354,7778,12430,Romance,
Umeyon Ekisu,2003,,,138,16251,Comedy,
Mahou Shokudou Chara Pontan,2006,,,145,18682,"Comedy, Gourmet",
Oni Sara,2019,,,270,19557,Supernatural,
Nabiui Moheom,2023,,,166,19238,Comedy,Kids
Pantie Hero,2023,,,159,19675,Comedy,Kids
Nae Maeumeun Muji,2023,,,146,19244,Comedy,Kids
Cricket Pang,2021,,,186,21008,,Kids
Cricket Pang Season 2,2023,,,154,21009,Comedy,Kids
Dino Powers,2022,,,193,21209,,Kids
Dino Powers 2,2023,,,220,21210,,Kids
Lindaui Singihan Yeohaeng,2020,,,141,18552,Adventure,Kids
Lindaui Singihan Yeohaeng 2,2022,,,152,18554,Adventure,Kids
Cabeon,2023,,,278,20668,"Action, Sci-Fi",Kids
Shasha and Milo,2023,,,280,15187,"Action, Adventure, Comedy",Kids
Matsuinu,2023,5.9,177,1288,11030,,
Obetomo Gakuen,2008,,,247,19481,Slice of Life,
Mikocchaken.,2018,,,130,18966,Comedy,
Chickip Dancers 3rd Season,2023,,,450,20845,Slice of Life,
Shinobanai! Crypto Ninja Sakuya,2023,,,588,15374,Action,
Beyblade X,2023,6.87,1740,6622,5203,"Adventure, Sports",Kids
Supertrons,2023,,,196,15741,Sci-Fi,Kids
Space Donguibogam,2021,,,132,15668,Adventure,Kids
Space Donguibogam 2,2023,,,176,15669,Adventure,Kids
Metal Cardbot,2023,,,236,18915,"Action, Sci-Fi",Kids
Ochibi-san,2023,6.32,342,1253,8588,Slice of Life,Kids
Azur Lane: Bisoku Zenshin! Ni!!,2026,,,3553,,"Comedy, Sci-Fi",
Ao no Miburo,2024,6.7,7055,33281,6208,Action,Shounen
BanG Dream! Ave Mujica,2025,8.06,13623,33632,618,Drama,
Trillion Game,2024,7.56,11677,32378,1835,Drama,Seinen
Balala Xiao Mo Xian: Xing Yuan Die Qi 1,2023,,,405,20347,,Kids
Saekomdalkom Catch! Tiniping,2023,,,568,14919,,
Re:Monster,2024,6.54,94621,181632,7207,"Action, Adventure, Fantasy",
Gekkan Mousou Kagaku,2024,5.39,3000,12206,13234,"Comedy, Fantasy, Mystery",
Watari-kun no xx ga Houkai Sunzen,2025,6.67,18063,63412,6396,"Comedy, Drama, Romance",Seinen
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season,2025,6.5,21026,58474,7450,"Comedy, Fantasy",
Watashi no Shiawase na Kekkon 2nd Season,2025,7.41,48821,146010,2472,"Drama, Fantasy, Romance",
Synduality: Noir Part 2,2024,7.12,7680,22590,4000,Sci-Fi,
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru 2nd Season",,,,81726,,"Action, Drama, Fantasy, Mystery, Romance",
Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta,2026,,,19009,,"Comedy, Romance",
"Tenkou-saki no Seiso Karen na Bishoujo ga, Mukashi Danshi to Omotte Issho ni Asonda Osananajimi Datta Ken",2026,,,5604,,"Comedy, Romance",
Shinigami Bocchan to Kuro Maid 3rd Season,2024,8.12,26472,68436,535,"Comedy, Fantasy, Romance",
"Tadaima, Okaeri",2024,7.75,16388,45523,1233,"Boys Love, Drama",
Bleach: Sennen Kessen-hen - Soukoku-tan,2024,8.67,146601,279345,75,"Action, Adventure, Supernatural",Shounen
Kung Fu Wang: Kuaile Tongnian,2023,,,100,18402,"Action, Fantasy",Kids
"One Room, Hiatari Futsuu, Tenshi-tsuki.",2024,7.03,35502,87204,4453,"Comedy, Romance, Supernatural",Shounen
Goukon ni Ittara Onna ga Inakatta Hanashi,2024,7.39,26199,67871,2561,"Comedy, Romance",
"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",2024,6.13,43641,99298,9701,"Action, Adventure, Fantasy",
Mushoku no Eiyuu: Betsu ni Skill Nanka Iranakatta n da ga,2025,6.26,35977,81133,8973,"Action, Adventure, Comedy, Fantasy",
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken 2,2026,,,82257,,Romance,
Ao no Orchestra Season 2,2025,7.23,1368,15477,3350,Drama,
Kkomimanyeo Lara Season 2,2023,,,224,18206,,Kids
Dragon Ball Daima,2024,7.58,60784,132008,1758,"Action, Adventure, Comedy, Fantasy",Shounen
In:App,2020,,,191,17604,"Action, Comedy",
Koujo Denka no Kateikyoushi,2025,6.31,23271,53907,8603,Fantasy,
Porong Porong Pororo 8,2023,,,219,19823,,Kids
Rainbow Bubblegem,2023,,,318,14748,Fantasy,Kids
Bugsbot G,2020,,,136,20624,Sci-Fi,Kids
Bite-Choicar Hyper,2021,,,165,20534,,Kids
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,2024,6.82,124178,240590,5486,"Adventure, Fantasy, Romance",
Raise wa Tanin ga Ii,2024,7.18,60739,148139,3655,Romance,Seinen
Kamierabi 2nd Season,2024,6.2,2476,8518,9300,"Action, Suspense",
Karasu wa Aruji wo Erabanai,2024,8.06,18639,59063,631,"Drama, Fantasy",
Riseman,2023,,,367,14821,Action,
DinoCore Season 2,2017,,,144,21217,,Kids
DinoCore Season 3,2017,,,139,21218,,Kids
DinoCore Evolution,2018,,,143,21214,,Kids
DinoCore Evolution Part 2,2018,,,139,21215,,Kids
Sumikko Gurashi: Sorairo no Mainichi,2023,,,597,15724,Slice of Life,
"Mukuwarenakatta Murabito A, Kizoku ni Hirowarete Dekiai sareru Ue ni, Jitsu wa Motteita Densetsu-kyuu no Kami Skill mo Kakusei shita",,,,4247,,Fantasy,
Sinbi Apartment: Ghost Ball Zero - Du Beonjjae Iyagi,2023,,,293,15544,Fantasy,Kids
Harimaware! Koinu,2024,,,951,21994,Comedy,
Tondemo Skill de Isekai Hourou Meshi 2,2025,7.69,48010,119687,1406,"Adventure, Comedy, Fantasy, Gourmet",
Vampire Dormitory,2024,6.22,19030,53866,9154,"Romance, Supernatural",Shoujo
Kisaki Kyouiku kara Nigetai Watashi,2025,5.67,13657,37132,12192,"Comedy, Romance",
"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",2024,6.87,103484,208359,5238,"Action, Adventure, Fantasy",
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,2024,7.89,87493,209221,902,"Action, Adventure, Fantasy",
Totonoe! Sakuma-kun by &sauna,2023,,,340,16106,Slice of Life,
Na Nare Hana Nare,2024,6.37,9956,33447,8228,Drama,
The New Gate,2024,6.46,67656,146590,7709,"Action, Adventure, Fantasy",
1 Cho,2024,,,1494,20000,"Action, Supernatural",
Houkago Shounen Hanako-kun Part 2,2024,7.12,12315,41989,4030,"Comedy, Supernatural",
Hello Carbot Season 14,2023,,,208,22057,,Kids
Geomjeong Gomusin,2000,,,196,21723,Comedy,Kids
Geomjeong Gomusin 2nd Season,2001,,,130,21724,Comedy,Kids
Geomjeong Gomusin 3rd Season,2004,,,122,21725,Comedy,Kids
Geomjeong Gomusin 4th Season,2015,,,136,21726,Comedy,Kids
Dinoster: Gonglyongsuhodae,2023,,,330,21218,"Comedy, Sci-Fi",Kids
Miniforce Part 2,2015,,,181,18999,,Kids
Miniforce X,2018,,,169,19001,,Kids
Miniforce X Part 2,2019,,,173,19001,,Kids
Miniforce: Super Dino Power Part 2,2020,,,196,19009,,Kids
Miniforce Animaltron,2021,,,155,18996,,Kids
Miniforce V Rangers,2022,,,160,19000,,Kids
Choeganggyeongchal Miniforce,2023,,,233,20883,,Kids
Hero Inside,2023,,,478,22101,"Action, Adventure",
Creature Hunters,,,,651,,Adventure,Kids
Mahoutsukai no Yakusoku,2025,5.51,5788,26344,12830,Fantasy,
Yami Shibai 12,2024,5.88,2382,6850,11147,"Avant Garde, Horror, Supernatural",
Ao no Hako,2024,8.17,140481,310865,466,"Romance, Sports",Shounen
Heart Cocktail Colorful: Haru-hen,2023,,,387,22029,Romance,Seinen
Heart Cocktail Colorful: Natsu-hen,2023,,,431,22028,Romance,Seinen
Debu to Love to Ayamachi to!,2025,6.69,5050,15312,6236,"Comedy, Romance",Shoujo
Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,2024,7.55,37467,102199,1878,"Comedy, Romance",Shounen
Geomeongsupeul Jikyeola! Birdy Friends,2023,,,183,21721,Adventure,Kids
"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita",2024,5.22,12144,43347,13662,"Fantasy, Ecchi",
Yuzhou Huwei Dui: Gang Jia Bawang Long,2021,,,85,17343,"Adventure, Sci-Fi",Kids
Ramen Akaneko,2024,7.4,6403,17887,2475,Comedy,Shounen
Dandadan,2024,8.44,557741,917790,193,"Action, Comedy, Supernatural",Shounen
Mythteria,2019,,,172,19229,Adventure,Kids
Mythteria 2nd Season,2023,,,177,19227,Adventure,Kids
Shuwawan!,2023,,,470,15498,Slice of Life,
Kabushikigaisha Magi-Lumière,2024,6.96,11386,33753,4773,Action,Shounen
Hoshifuru Oukoku no Nina,2024,7.4,25636,65826,2513,"Fantasy, Romance",Josei
Isekai Yururi Kikou: Kosodate shinagara Boukensha shimasu,2024,6.68,41555,94041,6335,"Adventure, Fantasy",
Wonderful Precure!,2024,7.59,2751,9194,1734,Action,
Astro Note,2024,6.55,11809,34071,7139,"Comedy, Romance, Sci-Fi",
Seishun Buta Yarou wa Santa Claus no Yume wo Minai,2025,8.17,59981,196918,473,"Drama, Romance, Supernatural",
Heart Cocktail Colorful: Fuyu-hen,2023,,,535,22026,Romance,Seinen
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Ryoushu no Youjo,2026,,,41700,,Fantasy,
Meiji Gekken: 1874,2024,6.32,4927,16184,8583,Action,
Puniru wa Kawaii Slime,2024,6.9,5130,14833,5075,Comedy,
Colorful na Everyday,2023,,,371,20975,Comedy,
Make Heroine ga Oosugiru!,2024,8.09,166433,316836,592,"Comedy, Romance",
Risou no Himo Seikatsu,,,,6647,,"Drama, Fantasy, Romance",
Youkai Gakkou no Sensei Hajimemashita!,2024,7.3,14231,45109,2990,"Comedy, Fantasy",Shounen
Sai-Kyo-Oh! Zukan: The Ultimate Battles,2024,,,544,14944,Action,Kids
Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,2024,7.77,23145,60370,1192,Action,Shounen
MF Ghost 2nd Season,2024,7.8,22941,46298,1116,Drama,Seinen
Hyakushou Kizoku 2nd Season,2024,6.8,923,2469,5612,Comedy,Shoujo
Shy 2nd Season,2024,6.91,10721,31402,5013,"Action, Drama",Shounen
Suteki! Sakura Mama,2000,,,160,15749,,
Dr. Stone: Science Future,2025,8.25,136235,285966,360,"Adventure, Comedy",Shounen
Maca and Roni 3,2023,,,170,18662,Comedy,Kids
Shinobanai! Crypto Ninja Sakuya: Ni no Maki,2024,,,520,15379,Action,
Kimi wa Meido-sama.,2024,7.06,50919,135424,4285,"Comedy, Romance",
Kikansha no Mahou wa Tokubetsu desu 2nd Season,2026,,,34613,,"Action, Fantasy",
Shadowverse Flame: Arc-hen,2024,6.73,609,2762,5990,Fantasy,
Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season,2025,7.9,78531,165995,884,"Comedy, Romance",Seinen
Nijiyon Animation 2,2024,6.84,3028,6994,5401,Comedy,
Kamonohashi Ron no Kindan Suiri 2nd Season,2024,7.62,23297,64185,1603,"Comedy, Mystery",Shounen
Mob kara Hajimaru Tansaku Eiyuutan,2024,5.81,34249,82144,11523,"Action, Adventure, Fantasy",
Nihon e Youkoso Elf-san.,2025,7.29,36218,90491,3028,"Comedy, Fantasy",
Jujutsu Kaisen: Shimetsu Kaiyuu - Zenpen,2026,8.64,40473,328233,84,"Action, Supernatural",Shounen
Bai Bian Xiao Ba: Chao Xue Xianfeng 3nd Season,2021,,,93,20300,Fantasy,Kids
Bai Bian Xiao Ba: Chao Xue Xianfeng 4nd Season,2021,,,93,20302,Fantasy,Kids
Akuyaku Reijou Tensei Ojisan,2025,7.36,45909,97690,2687,"Comedy, Fantasy",Seinen
Magical Fang,2024,,,265,18674,Fantasy,Kids
Bai Bian Xiao Ba 7th Season,2021,,,89,20296,Fantasy,Kids
Bai Bian Xiao Ba 8th Season,2021,,,91,20297,Fantasy,Kids
Bai Bian Xiao Ba 9th Season,2022,,,90,20296,Fantasy,Kids
Bai Bian Xiao Ba 10th Season,2022,,,93,20288,Fantasy,Kids
Bai Bian Xiao Ba 11th Season,2022,,,94,20289,Fantasy,Kids
Touhai: Ura Rate Mahjong Touhairoku,2024,6.61,4085,21723,6774,"Drama, Suspense",Seinen
Shinkalion: Change the World,2024,5.85,908,7966,11301,Sci-Fi,Kids
Bai Bian Xiao Ba 12th Season,2023,,,92,20288,Fantasy,Kids
Shoushimin Series,2024,7.35,46213,137936,2739,Mystery,
Kamitsubaki-shi Kensetsuchuu.,2025,5.79,2164,11475,11612,Sci-Fi,
Muupon,1999,,,134,19210,Comedy,Kids
Muupon 2nd Season,2000,,,132,19210,Comedy,Kids
Mashin Souzouden Wataru,2025,6.18,253,1687,9401,"Adventure, Comedy, Sci-Fi",
Elf-san wa Yaserarenai.,2024,5.6,17703,51171,12493,"Comedy, Fantasy, Ecchi",
Egao no Taenai Shokuba desu.,2025,7.44,7372,23888,2300,Comedy,
Zhandou Wang Zhi Jufeng Zhan Hun 6,2022,,,127,17373,"Action, Adventure",Kids
Maougun Saikyou no Majutsushi wa Ningen datta,2024,6.41,62483,147948,8043,"Action, Adventure, Fantasy",
Sakuretsu! Amabie-hime. Season 3,2024,,,323,14965,Comedy,
"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",2025,6.65,23204,54728,6503,Fantasy,
Hitoribocchi no Isekai Kouryaku,2024,6.56,67717,142337,7070,"Action, Adventure, Fantasy",
"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",2024,6.47,113924,220651,7646,"Action, Adventure, Fantasy",
Tate no Yuusha no Nariagari Season 4,2025,6.9,58666,167652,5084,"Action, Adventure, Drama, Fantasy",
Tono to Inu,2024,6.67,447,4854,6392,Slice of Life,
"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",2024,5.71,40765,92077,11982,"Action, Adventure, Fantasy",
Tasuuketsu,2024,5.55,7776,25804,12684,"Action, Drama, Suspense",
Himitsu no AiPri,2024,6.49,689,3964,7544,,
Mayonaka Punch,2024,7.35,20286,59083,2727,"Comedy, Supernatural",
Enjou Bokumetsu! Mahou Shoujo Aiko,2024,,,517,21444,Comedy,
Jijia Yingxiong: Ji Dou Yongzhe 2nd Season,2023,,,154,17741,Sci-Fi,Kids
Balala Xiao Mo Xian: Xing Yuan Die Qi 2,2023,,,311,20349,,Kids
Nukitashi the Animation,2025,6.98,18502,56499,,"Comedy, Erotica",
Zombie no Afureta Sekai de Ore dake ga Osowarenai,2026,,,2581,,"Horror, Erotica",Seinen
Mabeobsonyeo Dee Dee 2,2021,,,128,18663,,Kids
Tsue to Tsurugi no Wistoria,2024,7.85,182585,342610,990,"Action, Fantasy",Shounen
Sorairo Utility (TV),2025,7.12,6893,21836,3998,Sports,
Kenka Dokugaku,2024,7.32,41446,93080,2874,Action,
NEET Kunoichi to Nazeka Dousei Hajimemashita,2025,6.13,14100,53611,9696,"Comedy, Romance, Supernatural",
Shiunji-ke no Kodomotachi,2025,7.06,50960,112682,4299,"Comedy, Romance",Seinen
Kagaku x Bouken Survival!,2024,,,1468,17914,"Action, Comedy",Shounen
Tensei Akujo no Kuro Rekishi,2025,6.72,14602,39126,6086,"Comedy, Romance",Shoujo
Nageki no Bourei wa Intai shitai,2024,7.06,74547,157352,4291,"Action, Adventure, Fantasy",
Mahoutsukai ni Narenakatta Onnanoko no Hanashi,2024,6.16,5684,17323,9506,Fantasy,
Nyaight of the Living Cat,2025,6.33,8142,31232,8501,"Action, Horror, Suspense",Shounen
Übel Blatt,2025,6.32,22542,67683,8542,"Action, Adventure, Fantasy",Seinen
"Douse, Koishite Shimaunda.",2025,6.12,11711,39815,9747,"Drama, Romance",Shoujo
Babanbabanban Vampire,2025,6.57,6362,20098,6989,"Boys Love, Comedy, Supernatural",Shounen
Honey Lemon Soda,2025,7.17,47602,124839,3706,Romance,Shoujo
Boku no Tsuma wa Kanjou ga Nai,2024,6.74,24973,65023,5933,"Comedy, Romance, Sci-Fi",Seinen
The iDOLM@STER Shiny Colors 2nd Season,2024,6.35,1504,5280,8345,Slice of Life,
Chibi Godzilla no Gyakushuu 2nd Season,2024,6.79,198,839,5684,Fantasy,Kids
Tensui no Sakuna-hime,2024,6.73,7121,20453,5997,"Action, Fantasy",
"Isshun de Chiryou shiteita noni Yakutatazu to Tsuihou sareta Tensai Chiyushi, Yami Healer toshite Tanoshiku Ikiru",2025,6.83,73899,152461,5461,Fantasy,
Xiong Chumo: Quaishou Jihua 2,2022,,,116,16993,"Adventure, Comedy",Kids
Xiong Chumo: Xiao Xiao Shijie,2024,,,234,16997,"Adventure, Comedy",Kids
Xiong Chumo: Xiongxiong Leyuan 4,2021,,,109,17008,"Adventure, Comedy",Kids
Larva in Mars,2024,,,276,18492,"Comedy, Sci-Fi",Kids
Yofukashi no Uta Season 2,2025,8.34,80109,223567,281,"Romance, Supernatural",Shounen
Neko ni Tensei shita Ojisan,2024,6.29,535,3036,8790,Comedy,
Shikanoko Nokonoko Koshitantan,2024,6.95,113298,270494,4804,Comedy,Shounen
"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",2025,6.09,40194,82372,9923,"Adventure, Fantasy",
"Sayounara Ryuusei, Konnichiwa Jinsei",2024,6.33,39366,91080,8505,"Action, Adventure, Fantasy",
Shibuya♡Hachi,2024,6.1,123,818,9875,Comedy,
Kumarba,2024,,,257,18389,,Kids
"S-Rank Monster no ""Behemoth"" dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu",2025,5.78,28713,76722,11648,"Action, Adventure, Comedy, Fantasy, Ecchi",Seinen
Ishura 2nd Season,2025,7.2,15894,44864,3544,"Action, Adventure, Fantasy",
Sengoku Youko: Senma Konton-hen,2024,7.58,8744,28947,1740,"Action, Adventure, Fantasy",Shounen
Mono,2025,7.72,18127,47721,1303,Comedy,
Zenshuu.,2025,7.57,67174,163429,1795,"Action, Fantasy",
Mato Seihei no Slave 2,2026,7.5,5794,73313,2088,"Action, Fantasy, Ecchi",Shounen
Harimaware! Koinu 2nd Season,2024,,,523,21997,Comedy,
Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,2024,7.42,14307,42889,2379,"Action, Adventure, Fantasy",Shounen
Kusuriya no Hitorigoto 2nd Season,2025,8.91,232189,460108,21,"Drama, Mystery",
Kekkon Yubiwa Monogatari II,2025,6.46,10797,41907,7684,"Action, Fantasy, Romance, Ecchi",Seinen
Ao no Exorcist: Yuki no Hate-hen,2024,7.48,33045,100640,2160,"Action, Supernatural",Shounen
Sasaki to Pii-chan Season 2,2026,,,18286,,"Adventure, Comedy, Fantasy",
"Himesama ""Goumon"" no Jikan desu 2nd Season",2026,7.64,1626,20803,1549,"Comedy, Fantasy, Gourmet",Shounen
Gyotongjilseoleul Jal Jikijayo,2006,,,41,21889,,Kids
Xin Xiyou Lixian Ji,2024,,,288,16894,"Action, Adventure, Fantasy",
Shanhai Chuanqi,2024,,,159,15126,"Action, Adventure, Fantasy",Kids
Ore dake Level Up na Ken Season 2: Arise from the Shadow,2025,8.58,466992,733556,116,"Action, Adventure, Fantasy",
Kkoma Bus Tayo 7,2024,,,202,18196,,Kids
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",2024,8.26,123127,248789,350,"Action, Adventure, Fantasy",Shounen
Pumeog,2024,,,93,19879,"Comedy, Gourmet",Kids
Hangugsa Daemoheom,2024,,,115,21966,Adventure,Kids
DoReMi Friends,2024,,,162,21302,,Kids
Charging Topspinner BX,2024,,,148,20802,Action,Kids
Kodomo Keiji Memetan,2015,,,94,18226,Comedy,
Ameku Takao no Suiri Karte,2025,7.14,35557,95685,3861,Mystery,
YouTuNya 2nd Season,2024,,,480,17253,Comedy,
Ageo to Tim,2024,,,369,20051,Comedy,
Youkoso Ninchishou Sekai e,2022,,,491,17242,"Adventure, Slice of Life",
Teogonia,2025,6.9,16399,38154,5085,"Action, Adventure, Fantasy",
Oshiri Tantei 8th Season,2024,,,240,19603,"Comedy, Fantasy, Mystery",
Oshiri Tantei 9th Season,2025,,,332,19604,"Comedy, Fantasy, Mystery",Kids
Jyuragi Wonsijeon,2002,,,46,17894,"Action, Adventure, Comedy, Fantasy",Kids
"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",2024,7.58,73028,143356,1738,"Action, Adventure, Fantasy",
Ninja to Koroshiya no Futarigurashi,2025,7.59,22357,56099,1723,Comedy,Shounen
Momentary Lily,2025,5.91,7259,25213,10951,"Action, Fantasy, Sci-Fi",
Arknights: Rise from Ember,2025,7.8,8591,33702,1099,"Action, Fantasy",
Kakuriyo no Yadomeshi Ni,2025,6.83,5398,28605,5464,"Drama, Fantasy, Gourmet, Romance",
Ikoku Nikki,2026,8.33,6009,48294,280,Drama,Josei
Tougen Anki,2025,6.85,39174,139263,5338,"Action, Fantasy",Shounen
Shin Samurai-den Yaiba,2025,7.18,10913,41446,3657,"Action, Adventure",Shounen
Upapuro,2017,,,72,16269,Comedy,
Awajima Hyakkei,2026,,,4432,,Drama,
Izure Saikyou no Renkinjutsushi?,2025,6.61,60176,117609,6749,"Adventure, Fantasy",
Okaimono Panda!,2024,,,665,19528,,
Kujima Utaeba Ie Hororo,2026,,,3915,,"Comedy, Supernatural",Shounen
Kakushite! Makina-san!!,2025,5.5,14569,51918,12842,"Comedy, Romance, Sci-Fi, Ecchi",
Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,2025,6.55,50030,119365,7097,"Comedy, Romance",Shounen
Kinoko Inu,2024,6.9,3164,8980,5059,Slice of Life,Seinen
Hanazakari no Kimitachi e,2026,7.07,3099,24577,4270,Romance,Shoujo
Diamond no Ace: Act II Second Season,2026,,,10757,,Sports,Shounen
Sayonara Lara,2026,,,7143,,"Fantasy, Romance",
Darwin Jihen,2026,6.72,3500,31713,6045,Sci-Fi,Seinen
Zhongxiao Zhi Bang Bang da,2020,,,322,17481,,
Muzik Tiger In the Forest,2025,,,544,19218,Slice of Life,
Hikaru ga Shinda Natsu,2025,8.02,94698,268682,696,"Horror, Mystery, Supernatural",
Haha Da Maoxian 2nd Season,2017,,,70,21904,"Adventure, Comedy, Sci-Fi",Kids
Haha Da Maoxian 3rd Season,2018,,,71,21903,"Adventure, Comedy, Sci-Fi",Kids
Haha Da Maoxian 4th Season,2019,,,68,21904,"Adventure, Comedy, Sci-Fi",Kids
Egumi Legacy,2024,6.7,812,2015,6214,"Avant Garde, Comedy",
Koukaku Kidoutai (TV),2026,,,18732,,"Action, Mystery, Sci-Fi, Suspense",Seinen
Grami's Circus Show,2014,,,95,21802,Comedy,
Grami's Circus Show 2nd Season,2016,,,70,21803,Comedy,
